objid,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,plate,mjd,fiberid,x_coord,y_coord,z_coord
1.23766e+18,19.445999999999998,17.73405,16.850479999999997,16.40719,16.08599,4516,301,5,145,2.19447e+18,GALAXY,1949,53433,339,-291.8933156652676,179.61996398500125,220.6938691725717
1.23767e+18,18.98198,18.924770000000002,18.7146,18.63224,18.66234,5182,301,2,85,2.72932e+18,QSO,2424,54448,500,-2505.268289368481,3269.780439667756,865.8638972077733
1.23767e+18,18.46568,17.48894,17.213720000000002,17.09479,17.06111,4550,301,4,39,2.27335e+18,STAR,2019,53430,566,-0.8692465713065491,0.292166785866191,0.5959128809539951
1.23765e+18,19.169420000000002,18.08608,17.62819,17.31581,17.21268,1231,301,1,172,3.80569e+17,GALAXY,338,51694,53,-358.7825373784289,-96.4473904592749,-23.20913016474877
1.23766e+18,19.39939,17.68995,16.71283,16.23369,15.897179999999999,3015,301,3,128,1.33987e+18,GALAXY,1190,52670,171,-450.0012039329153,477.3055018473664,53.036491474620384
1.23767e+18,19.05595,17.39776,16.69448,16.40672,16.29928,6605,301,2,73,3.05361e+18,STAR,2712,54409,634,-0.37993990790015414,1.249544177954245,0.29052350693367196
1.23765e+18,16.41401,15.4792,15.256260000000001,15.14567,15.128179999999999,1412,301,3,370,2.45009e+18,STAR,2176,54243,470,1.2146069318007071,2.230267694925355,-3.3774659059251966
1.23765e+18,18.74186,16.82229,15.94638,15.517370000000001,15.16485,1462,301,5,277,5.73189e+17,GALAXY,509,52374,384,-238.67610208098003,55.62222117226539,12.380821140906425
1.23766e+18,19.16392,17.268179999999997,16.27996,15.79899,15.42729,2247,301,5,304,9.61657e+17,GALAXY,854,52373,502,-299.62813887859016,-148.31132882851352,29.96763740894039
1.23766e+18,19.165329999999997,18.96009,18.88798,18.70524,18.77275,3893,301,5,96,1.62034e+18,QSO,1439,53003,612,-3311.610880748849,645.5944236445974,3053.933091119293
1.23767e+18,19.33176,18.443179999999998,18.133589999999998,18.01228,17.96475,4674,301,1,214,4.42842e+18,STAR,3933,55335,944,0.8663481382217219,1.2518109683089953,-0.47143684834955785
1.23766e+18,19.039089999999998,18.71036,18.96554,19.21194,19.41556,2825,301,5,31,5.01712e+18,STAR,4456,55537,386,-0.41993447012592183,0.9714227829134878,0.5470132959564686
1.23766e+18,18.96562,17.87803,16.9501,16.485039999999998,16.18778,3226,301,5,31,1.31519e+18,QSO,1168,52731,501,-205.12394801116358,-323.09621586007177,412.7486453984558
1.23767e+18,18.6522,17.7416,17.45681,17.36637,17.350260000000002,4649,301,6,139,7.3106e+18,STAR,6493,56338,494,0.18978064108634335,0.08696082760425655,-0.11846577902593339
1.23765e+18,18.86685,18.61755,18.56571,18.375429999999998,18.362460000000002,2125,301,1,206,5.63094e+17,QSO,500,51994,524,-3940.1919310598782,2294.5175264371255,231.51171321473265
1.23765e+18,18.5342,16.60476,15.742579999999998,15.308860000000001,14.97861,2206,301,3,153,7.01507e+17,GALAXY,623,52051,258,-72.98185195849341,-144.05883842382812,201.7184760608307
1.23768e+18,19.53772,17.64655,16.64803,16.0871,15.64536,7778,301,2,203,4.9135e+18,GALAXY,4364,55855,260,333.58605691445337,-102.474142564506,-17.55465130670056
1.23766e+18,17.22649,16.14185,15.79474,15.645520000000001,15.45081,3226,301,5,87,1.31846e+18,GALAXY,1171,52753,106,-41.11988020940838,-90.44513926395346,86.80789423313509
1.23767e+18,17.35831,15.54456,14.6947,14.27752,13.9323,5137,301,3,174,2.74619e+18,GALAXY,2439,53795,422,-87.08936186632864,75.62243127549083,36.88595870677558
1.23765e+18,18.40038,16.902639999999998,16.214920000000003,15.80225,15.531789999999999,1140,301,5,120,3.67137e+17,GALAXY,326,52375,341,-265.3709087513522,42.37700850002999,-7.514053455141508
1.23766e+18,19.36232,19.30626,19.29339,19.12095,19.07343,2821,301,1,140,1.13943e+18,QSO,1012,52649,53,-2796.085181923775,529.4762401664551,3785.7321757088594
1.23767e+18,18.77197,17.645670000000003,17.113529999999997,16.83563,16.605620000000002,6004,301,5,261,2.91501e+18,GALAXY,2589,54174,205,-76.4317626603239,35.56900555024066,24.10490520936423
1.23767e+18,19.316760000000002,19.26746,18.93313,18.937170000000002,19.03424,4569,301,4,231,1.17432e+19,QSO,10430,58155,414,-2874.083211218109,1951.4673708401838,1915.6325724037756
1.23766e+18,19.545479999999998,18.251089999999998,17.78254,17.38692,17.25565,4294,301,1,31,2.10094e+18,GALAXY,1866,53314,21,-115.63266572578777,251.55831501889674,268.516031103241
1.23768e+18,18.10229,17.19953,17.00306,16.87856,16.69257,7713,301,2,340,5.77721e+18,QSO,5131,55835,794,5611.075111964817,1718.3451900653574,1749.103909035407
1.23767e+18,19.29733,18.18365,17.58885,17.20777,17.03985,5194,301,2,138,2.73945e+18,GALAXY,2433,53820,479,-390.0236279599846,400.1407174142785,137.61244127331054
1.23767e+18,19.21738,16.59444,15.40969,14.96914,14.74884,4829,301,6,63,3.50727e+18,STAR,3115,54793,323,-0.36046096683581985,-0.11145063138774318,-0.12633229568441104
1.23766e+18,18.86038,18.697029999999998,18.52564,18.59514,18.47126,3910,301,4,21,2.0549e+18,QSO,1825,53504,483,-2764.2984746165675,-1821.3836010817536,401.91296562612735
1.23766e+18,17.56529,16.37135,15.95429,15.81274,15.777679999999998,4263,301,3,309,8.25523e+18,STAR,7332,56683,478,-0.17336552315306722,-0.09580014343099813,0.0009153568902367404
1.23768e+18,19.03944,18.0205,17.710420000000003,17.58146,17.527929999999998,7708,301,2,54,8.53773e+18,STAR,7583,56958,122,-4.625180614162075,2.0905355960800667,-1.989596964411746
1.23767e+18,19.24409,19.21013,19.281879999999997,19.04051,18.9263,4576,301,4,251,6.53048e+18,QSO,5800,56279,940,-3770.8895052635835,2146.5021329654187,2511.7650255071026
1.23767e+18,19.55893,18.114060000000002,17.55365,17.379379999999998,17.29879,5194,301,4,25,3.31022e+18,STAR,2940,54508,282,-0.15787670842392706,0.30186278869449973,0.05526969619712879
1.23768e+18,19.54296,17.69081,16.72727,16.21444,15.7952,7713,301,2,57,5.67587e+18,GALAXY,5041,55749,760,409.7966632262752,-207.5747508697398,118.02726803604224
1.23767e+18,19.05675,18.01354,17.61594,17.37216,17.237679999999997,4674,301,2,96,2.405e+18,GALAXY,2136,53494,299,-126.12697845037123,-96.77116021719438,67.187936935982
1.23766e+18,19.04983,17.221729999999997,16.180979999999998,15.71601,15.344520000000001,3015,301,3,164,1.34324e+18,GALAXY,1193,52652,142,-425.062981080706,374.3077926735913,51.0382483187173
1.23767e+18,19.3376,18.85052,18.637439999999998,18.62057,18.42538,4649,301,6,138,2.3577e+18,QSO,2094,53851,242,-2556.138916855261,-1159.8205632468046,1586.0394167803256
1.23766e+18,18.10119,17.21302,16.85272,16.7134,16.67906,3650,301,2,66,8.34426e+18,STAR,7411,56776,768,1.5397419190788146,0.5016153938335383,-1.825009029499364
1.23767e+18,19.33811,17.57469,16.76816,16.40411,16.10943,5972,301,4,167,2.90161e+18,GALAXY,2577,54086,591,-186.5613209078957,153.8993166300909,54.80865009467681
1.23766e+18,17.274639999999998,15.89525,15.23334,14.87398,14.56339,3705,301,4,114,1.49306e+18,GALAXY,1326,52764,440,-62.746989848635955,-45.82905915988165,105.54555359351986
1.23766e+18,18.73235,17.25093,16.694000000000003,16.49351,16.42679,2964,301,6,353,3.26297e+18,STAR,2898,54567,413,0.4649343821249036,0.10216035582491897,-0.5868454907462507
1.23767e+18,19.43565,17.8401,17.194770000000002,16.84999,16.62228,4576,301,3,334,2.37124e+18,GALAXY,2106,53714,346,-252.08667754356114,69.76705757823122,169.8050106648714
1.23766e+18,19.480620000000002,19.09178,18.92509,18.91916,18.75795,2888,301,5,57,9.66034e+17,QSO,858,52316,44,-2282.5007263193106,4381.33403788297,2377.0004333089687
1.23766e+18,19.22629,17.90223,17.29046,16.9042,16.679879999999997,2391,301,1,76,6.58817e+17,GALAXY,585,52027,603,-199.30250883753024,-158.43735192692975,22.75900503302295
1.23765e+18,19.11137,17.8244,17.41635,17.10471,17.01614,2190,301,2,260,6.60965e+17,GALAXY,587,52026,225,-306.18944555710885,-265.2244264275241,24.260663323315427
1.23766e+18,17.78451,16.868879999999997,16.60452,16.506439999999998,16.48885,3225,301,4,98,7.56519e+18,STAR,6719,56390,968,0.5315627686403034,0.5208701837820678,-1.0135993682331508
1.23766e+18,18.93715,17.52298,16.75916,16.27828,15.9947,2826,301,2,225,1.02237e+18,GALAXY,908,52373,188,-163.78644154401783,39.8625477028839,246.17086437344784
1.23766e+18,19.36205,17.2763,16.24379,15.8058,15.44103,3919,301,4,192,1.56289e+18,GALAXY,1388,53119,517,-247.8298534250583,-333.79761980324884,254.43254587974795
1.23767e+18,18.74977,17.45542,16.93421,16.75037,16.6817,5416,301,5,166,2.8554e+18,STAR,2536,53883,418,0.052032594914407614,-0.17898703968344845,0.1566502589318036
1.23766e+18,18.75018,17.7799,17.48325,17.34299,17.19791,3704,301,3,43,1.79133e+18,GALAXY,1591,52976,94,-60.57214347250039,55.07533885626449,50.02970853566237
1.23766e+18,17.3051,15.408579999999999,14.512889999999999,14.0719,13.782829999999999,3927,301,4,40,1.5629e+18,GALAXY,1388,53119,548,-141.13467386345428,-191.87787261408099,146.5144142769663
1.23768e+18,19.13552,18.54121,18.35218,18.297279999999997,18.245,7908,301,2,118,4.95286e+18,QSO,4399,55811,110,2034.2168460071039,1683.6877248683668,-316.665922773207
1.23766e+18,19.2098,18.04157,17.58683,17.271910000000002,17.166,3225,301,4,21,1.08088e+18,GALAXY,960,52425,68,-129.0152574184053,-61.567813491418484,234.10237469839254
1.23768e+18,16.70042,15.4979,15.106620000000001,14.982420000000001,14.93834,7712,301,1,166,1.28027e+18,STAR,1137,52971,450,-0.05591700146485602,0.025360372763839692,-0.0012447817325798314
1.23767e+18,19.51365,19.13607,19.060779999999998,18.99408,18.87836,5137,301,4,154,1.07525e+19,QSO,9550,57787,525,-1970.768703583503,1907.6748493924713,846.3384784362462
1.23766e+18,18.46165,18.43068,18.25816,18.28458,18.16088,3705,301,4,108,8.26322e+18,QSO,7339,56782,874,-1596.8441660290869,-1107.1158136701104,2672.395732339178
1.23765e+18,16.66695,15.56725,15.2153,15.091389999999999,15.06575,2126,301,3,93,3.25167e+18,STAR,2888,54529,263,-0.04697081795052756,0.050085404112848626,0.0036891002797313967
1.23767e+18,19.27225,18.7648,18.311,17.9987,18.00433,5194,301,4,523,2.98254e+18,QSO,2649,54212,120,-4541.7116574025185,-1179.5167039120238,1922.781840289671
1.23766e+18,17.43034,16.32377,15.989820000000002,15.89836,15.892879999999998,2864,301,3,51,1.04493e+18,STAR,928,52578,335,0.11376614362514363,-0.2229518666101677,-0.12215677508404053
1.23768e+18,19.415010000000002,17.304389999999998,16.22281,15.758370000000001,15.39124,7717,301,5,269,4.82453e+18,GALAXY,4285,55881,172,501.00772280493896,-80.32711418045037,25.58790304484031
1.23765e+18,19.33837,17.509970000000003,16.531979999999997,16.03574,15.64887,1231,301,2,105,3.74951e+17,GALAXY,333,52313,96,-465.58631379261755,-40.38190781749232,-26.745181766151926
1.23766e+18,19.19341,18.29776,17.899820000000002,17.75333,17.72179,3650,301,2,48,8.34992e+18,STAR,7416,56810,909,1.435282406951149,0.3562107168768823,-1.6927974415011109
1.23766e+18,19.42703,17.98627,17.4174,17.182760000000002,17.09698,2830,301,1,162,2.67975e+18,STAR,2380,53759,396,0.3178644743378933,-0.33809378993724637,-0.35428328266406167
1.23766e+18,18.07493,16.696579999999997,16.2583,16.00853,15.838070000000002,4294,301,6,96,2.10553e+18,GALAXY,1870,53383,336,-30.89492146573284,56.17038524835919,87.41537665811504
1.23766e+18,17.5692,16.073620000000002,15.52379,15.32944,15.25039,2989,301,1,67,2.75401e+18,STAR,2446,54571,208,0.21931266930191498,0.04850928720085125,-0.3723144121690328
1.23766e+18,19.19652,17.241229999999998,16.26064,15.78065,15.40059,3562,301,3,31,1.52676e+18,GALAXY,1356,53033,153,-185.66967418556845,101.34553972148093,174.19085760060543
1.23766e+18,18.57151,17.674039999999998,17.39038,17.26142,17.22025,3841,301,2,164,6.08785e+18,STAR,5407,55926,409,-0.4006386955998477,-0.06723352073033076,0.04840083276316723
1.23766e+18,18.43617,18.36081,18.3919,18.17833,18.141479999999998,3893,301,2,403,1.55941e+18,QSO,1385,53108,125,-2680.0248936559624,-2906.0739797944666,2612.4521534192577
1.23767e+18,18.82164,18.46784,18.37956,18.327460000000002,18.20422,6162,301,3,116,3.93012e+17,QSO,349,51699,266,-744.492975368653,-2353.067198327806,4963.479826305405
1.23766e+18,19.53569,17.97816,17.257,16.83664,16.60614,3704,301,2,181,1.61347e+18,GALAXY,1433,53035,217,-339.9125415176542,115.82683767018818,293.7319589542159
1.23766e+18,16.797620000000002,15.70401,15.38729,15.2718,15.26259,2825,301,2,121,3.00618e+18,STAR,2670,54115,92,0.2906226297375184,-0.41836452102570026,-0.3825164510333876
1.23767e+18,18.046,16.96218,16.64668,16.41526,16.28537,5061,301,3,319,2.65504e+18,GALAXY,2358,53797,599,-226.08280153406938,69.98049271739693,125.23394763602737
1.23766e+18,19.3533,17.988410000000002,17.41108,17.2084,17.10931,3893,301,4,89,3.74487e+18,STAR,3326,54943,467,0.08511120160979244,-0.018703243797687633,-0.07707471858848695
1.23767e+18,19.423029999999997,19.08759,18.8076,18.66245,18.436120000000003,4671,301,1,81,2.44546e+18,QSO,2172,54230,27,-740.7831602982986,-1282.2522886336803,507.3663778717712
1.23766e+18,17.145310000000002,16.81684,16.81596,16.709770000000002,16.802570000000003,4510,301,6,18,9.95194e+18,QSO,8839,57846,413,-1808.3044482509592,-598.3678263311241,1482.750379279136
1.23766e+18,18.39586,17.48626,17.22192,17.12425,17.14978,4335,301,5,162,1.20034e+19,STAR,10661,58171,540,-2.24910349135516,2.325341416411686,1.7461561234430028
1.23765e+18,18.670720000000003,17.65766,17.234820000000003,17.05979,17.013270000000002,1412,301,4,234,3.70999e+18,STAR,3295,54924,535,1.4923513959020338,0.8470808700405088,-3.8290782240481374
1.23765e+18,18.75204,18.5652,18.47321,18.14588,18.05349,1740,301,3,86,7.3754e+17,QSO,655,52162,275,4809.089817354926,829.8391422522836,-870.2423015080499
1.23767e+18,18.05855,16.910629999999998,16.34206,15.98586,15.735710000000001,5972,301,2,178,2.90261e+18,GALAXY,2578,54093,131,-172.95811026742422,133.68811511092423,47.22946191256825
1.23765e+18,19.0415,17.23527,16.56446,16.5216,16.17536,756,301,1,191,5.35953e+17,STAR,476,52314,91,-0.27835646164697275,0.1987645795199287,-0.005565005202513457
1.23766e+18,19.36521,18.10872,17.58928,17.26579,17.08482,3841,301,1,284,2.03232e+18,GALAXY,1805,53875,241,-266.366652676369,-138.73608001730074,30.479362069496627
1.23767e+18,19.58634,18.186,17.41355,16.936220000000002,16.64361,6161,301,3,117,3.34855e+18,GALAXY,2974,54592,438,-55.41949458696297,-307.8867967510066,197.77848984335995
1.23767e+18,18.62725,17.71966,17.39121,17.25607,17.22273,5323,301,4,128,4.57904e+18,STAR,4067,55361,10,1.553075677024165,3.677456602032734,-0.8723123347895193
1.23765e+18,19.33785,19.40573,19.35393,19.01279,18.83837,1412,301,3,70,5.48462e+17,QSO,487,51943,542,-2070.4300540319246,1176.2866721260068,4729.036914134454
1.23765e+18,19.046770000000002,17.77489,17.30953,17.13518,17.07762,2125,301,1,205,3.55119e+18,STAR,3154,54821,368,0.09603275744348957,-0.05654001956738606,-0.005559860353713668
1.23767e+18,19.23586,18.22679,17.86502,17.70925,17.65261,4829,301,2,106,6.40983e+18,STAR,5693,56246,312,-1.6443154173550123,-0.5932050389856218,-0.8072671809247075
1.23766e+18,18.02476,16.571189999999998,15.864729999999998,15.48305,15.17409,3560,301,4,198,1.4323e+18,GALAXY,1272,52989,577,-127.814171502906,120.1099757277421,117.6111631676482
1.23766e+18,18.94425,17.54714,16.74982,16.339029999999998,16.0567,2247,301,2,62,9.40133e+17,GALAXY,835,52326,25,-620.6624683013592,108.99352251725315,45.63764923087991
1.23766e+18,18.48777,16.522389999999998,15.657110000000001,15.315920000000002,15.057820000000001,2964,301,1,202,1.082e+18,STAR,961,52615,53,-0.28371681811190014,0.11024005378208722,0.31407834723836964
1.23767e+18,19.36209,17.465510000000002,16.59338,16.22661,16.02904,4843,301,6,251,3.6379e+18,STAR,3231,54890,409,-0.8692412645789857,-1.0211816548428234,-0.4717362296809872
1.23765e+18,19.06806,17.18665,16.238789999999998,15.822170000000002,15.475320000000002,1231,301,1,174,3.81761e+17,GALAXY,339,51692,295,-347.03780665287076,-95.1842248489664,-22.42993894812444
1.23768e+18,17.98064,16.3028,15.46473,15.041229999999999,14.720679999999998,7712,301,2,64,1.11138e+18,GALAXY,987,52523,429,205.1625195161195,-170.1216975113426,5.673719987409039
1.23765e+18,19.52605,18.70725,18.392120000000002,18.26623,18.19379,752,301,3,355,8.39484e+18,STAR,7456,56727,489,0.08075687569385141,0.02429304641910839,0.0005133951367089862
1.23768e+18,18.57385,18.437620000000003,18.00365,17.646320000000003,17.48765,7908,301,4,70,8.14929e+18,QSO,7238,56660,88,819.544893278311,516.4565799507293,-111.52800059375903
1.23765e+18,18.99951,18.98605,18.789720000000003,18.85748,18.92972,1453,301,2,83,7.07237e+17,QSO,628,52083,626,-807.7065658438763,-2444.0177970592345,2383.5560543232555
1.23766e+18,19.59785,19.03991,19.01377,19.02555,19.07389,3705,301,6,86,1.30498e+18,STAR,1159,52669,241,-0.37881648497333437,-0.22080334357096948,0.6545202991983647
1.23766e+18,19.59429,17.93421,17.245910000000002,16.981370000000002,16.856360000000002,3926,301,6,181,2.45457e+18,STAR,2180,54613,384,0.15928887598508495,0.48959618922250203,-0.2339707262120141
1.23767e+18,19.306820000000002,17.89436,17.171860000000002,16.74671,16.45522,5972,301,3,255,2.91387e+18,GALAXY,2588,54174,158,-300.75502924715,147.59233093420917,88.37387510893056
1.23766e+18,19.41088,18.90021,18.82297,18.86717,18.706020000000002,4518,301,6,124,6.53705e+18,QSO,5806,56310,280,-4186.99006402366,2881.5024803112224,3163.245962337051
1.23766e+18,19.463720000000002,19.06955,19.045360000000002,18.89869,18.70091,4335,301,5,187,1.1759e+19,QSO,10444,58143,505,-1628.715126097019,1478.7723134068094,1282.4936335369591
1.23766e+18,19.36949,19.25638,19.29991,19.17209,19.300620000000002,2826,301,2,228,7.99506e+18,QSO,7101,56659,152,-2468.0165965073356,562.2895605133943,3709.256326274743
1.23766e+18,19.5929,19.26189,19.41851,19.23334,19.20625,4504,301,5,175,9.94626e+18,QSO,8834,57458,229,-1669.3294852148547,-167.4623818405666,1324.1467794037403
1.23766e+18,18.5481,18.06316,17.39474,16.955470000000002,16.73687,2379,301,6,107,3.49096e+17,QSO,310,51990,245,-640.6909524977211,-644.7441336165163,-15.42841958828545
1.23765e+18,18.10044,16.34459,15.66745,15.383610000000001,15.106110000000001,307,301,6,134,1.41768e+18,STAR,1259,52931,638,-0.09002666993798075,0.8616827860124857,0.01952724124367747
1.23767e+18,19.0186,18.04499,17.634439999999998,17.464879999999997,17.40945,4670,301,2,193,2.4241e+18,STAR,2153,54212,142,1.5392730944899686,1.6373423959642344,-0.850763509437241
1.23765e+18,18.96732,17.98067,17.68026,17.39565,17.40397,2125,301,6,50,1.33422e+18,GALAXY,1185,52642,100,-154.5491955460958,210.32645317616846,15.825907554707914
1.23766e+18,19.52722,18.18655,17.67483,17.47791,17.3788,4294,301,4,40,2.10108e+18,GALAXY,1866,53314,548,-62.043337804656396,140.52258909630368,158.10377391563057
1.23767e+18,19.06617,18.1064,17.763460000000002,17.53132,17.339979999999997,5323,301,4,84,2.8384e+18,GALAXY,2521,54538,24,-82.44359685086152,-147.75500138571888,44.36917730427598
1.23766e+18,19.582060000000002,18.02,17.25756,16.83952,16.52254,2986,301,1,91,6.35176e+17,GALAXY,564,52224,612,-336.38515467287453,368.5311453947107,29.414789127638617
1.23766e+18,17.41506,15.994829999999999,15.41739,15.19997,15.10222,4152,301,4,106,3.15605e+18,STAR,2803,54368,555,-1.1914998402636816,-0.0188753980395812,-0.6391147712810609
1.23767e+18,19.39556,17.6174,16.61543,16.10698,15.797939999999999,5045,301,4,47,2.54915e+18,QSO,2264,53682,420,-215.19588186122033,393.0857260962117,117.02178412892229
1.23766e+18,19.177,18.98695,18.47515,18.29651,18.24479,3600,301,1,31,8.19549e+18,QSO,7279,57071,235,-1637.9705571998054,1626.6593485535209,3415.0518638216263
1.23767e+18,19.234679999999997,18.18659,17.849420000000002,17.87932,17.72358,4576,301,4,527,4.48132e+18,STAR,3980,55331,858,-0.7510018970202718,-0.264629469494037,0.5404596395185745
1.23766e+18,18.151120000000002,16.67384,16.321839999999998,16.18517,16.143179999999997,3557,301,3,76,1.41079e+18,STAR,1253,52974,136,0.16322287854053047,0.3554492030388411,0.2497515802104028
1.23766e+18,19.55167,18.24426,17.53516,17.10393,16.802410000000002,3910,301,4,51,2.05717e+18,GALAXY,1827,53531,551,-181.15448138180173,-140.7732719365835,26.41027242297516
1.23766e+18,19.38485,18.240129999999997,17.87138,17.77453,17.72544,2247,301,2,171,3.6626e+18,STAR,3253,54941,188,-1.25441090051469,-0.13986104854858192,0.09600776664324025
1.23766e+18,18.968729999999997,18.07351,17.81329,17.69116,17.636120000000002,3964,301,3,171,5.59475e+18,STAR,4969,56041,554,0.43751932007502686,0.719328132820484,-0.642628950221801
1.23766e+18,19.3151,17.59284,16.7462,16.33549,16.0368,3647,301,5,95,1.52673e+18,GALAXY,1356,53033,43,-190.30802684348868,103.06625661158817,170.87841572553373
1.23767e+18,18.68086,18.625239999999998,18.56157,18.33035,18.3646,4576,301,5,654,2.41064e+18,QSO,2141,53764,338,-3079.919624387882,-2700.625092057529,2375.6264428539303
1.23766e+18,18.75693,17.49375,16.9115,16.52775,16.30506,2243,301,2,373,1.0787e+18,GALAXY,958,52410,312,-119.14204498538699,-32.74299751719943,204.62244280108268
1.23766e+18,16.70009,15.68263,15.34777,15.09976,15.20391,2728,301,3,455,7.75832e+17,STAR,689,52262,317,-4.204993331290764,-0.46284978362920914,0.011703250645511618
1.23768e+18,17.85268,17.400760000000002,16.9514,16.46617,16.342489999999998,7778,301,6,400,8.86213e+18,QSO,7871,56902,610,444.19122319077985,97.83501550865788,-10.219462230502506
1.23767e+18,18.14067,16.28143,15.418610000000001,15.023420000000002,14.7354,6182,301,4,68,2.87669e+18,STAR,2555,54265,62,-0.04816937073161194,0.05049958915663694,-0.1042084163474644
1.23768e+18,17.13352,15.99951,15.616229999999998,15.47884,15.4419,7178,301,4,29,3.51625e+18,STAR,3123,54741,228,0.03534398085849953,0.11086429265363569,-0.009728784303666848
1.23767e+18,16.51827,15.368929999999999,15.30904,15.32593,15.387579999999998,5972,301,1,41,1.97713e+18,STAR,1756,53080,195,-0.4419908499611671,0.7046049830162178,0.10090012587494342
1.23766e+18,19.38784,17.65067,16.68072,16.17677,15.77605,3919,301,2,130,1.55713e+18,GALAXY,1383,53116,51,-233.70421352114448,-218.66500602304933,224.33206529796928
1.23767e+18,19.32595,19.242539999999998,19.0027,19.024079999999998,19.18548,5326,301,6,26,2.93426e+18,QSO,2606,54154,601,-3385.6519357401853,-1485.7438514903397,1163.9877355363838
1.23768e+18,19.30487,19.17411,18.94569,19.046879999999998,19.29567,7727,301,3,225,9.86196e+18,QSO,8759,57700,728,3194.4041138752027,1409.7333860255735,266.80203791082454
1.23768e+18,16.46959,14.89095,14.11369,13.72398,13.47055,7908,301,1,77,7.51141e+17,GALAXY,667,52163,603,57.38912068070786,37.768255607863495,-9.328048544105323
1.23766e+18,18.481820000000003,17.10294,16.39868,16.02359,15.77046,3225,301,4,178,1.31505e+18,GALAXY,1168,52731,11,-177.22135974971533,-292.3750113749871,354.94821635166113
1.23766e+18,18.4666,18.11363,17.88053,17.84913,17.61073,2662,301,1,200,4.73902e+18,QSO,4209,55478,402,1371.0184559165707,-300.5744976925162,-25.01153031859815
1.23766e+18,18.817079999999997,18.37752,18.345579999999998,18.55171,18.19443,4382,301,5,51,2.35098e+18,QSO,2088,53493,379,-1954.6059018255137,-586.5143311255881,1726.7122622278043
1.23766e+18,17.40054,16.56924,16.37291,16.06655,16.04994,3560,301,2,267,1.43781e+18,GALAXY,1277,52765,135,-190.86601969113724,116.61436548947026,174.85518898484835
1.23767e+18,18.60442,16.867420000000003,16.16324,15.91184,15.7795,5421,301,1,181,2.59303e+18,STAR,2303,54629,289,-0.18334772350705816,0.3077857146484977,0.07845077459603378
1.23766e+18,18.357879999999998,17.14958,16.62189,16.294729999999998,16.08313,2243,301,2,180,8.64726e+17,GALAXY,768,52281,125,-102.6092338360729,72.86735068566811,160.89343798743755
1.23768e+18,19.0735,17.79885,17.339779999999998,17.039579999999997,16.91643,7717,301,1,72,1.11142e+18,GALAXY,987,52523,563,237.69840664586434,-188.85243987292822,3.525270991457652
1.23767e+18,15.67475,14.483139999999999,14.279760000000001,14.23187,14.26854,6597,301,1,115,3.05459e+18,STAR,2713,54400,84,-0.2153656179402459,0.5074590899097001,0.14299126177727609
1.23765e+18,19.411929999999998,19.38859,19.32183,19.08675,18.96711,1140,301,4,240,3.77294e+17,QSO,335,52000,427,-5173.995166893579,-808.8192554673777,-204.4851465581301
1.23766e+18,18.29893,16.6748,16.00421,15.66956,15.42487,3840,301,4,195,1.63719e+18,GALAXY,1454,53090,495,-88.96118862483566,-14.185846432245338,82.9441539005676
1.23765e+18,19.17744,19.118920000000003,19.15578,18.9813,18.83607,752,301,2,370,3.32173e+17,QSO,295,51985,117,-4962.42820150909,-1704.36927131067,-65.98966921345084
1.23766e+18,18.0207,16.32167,15.663789999999999,15.40725,15.296479999999999,2822,301,6,133,3.00625e+18,STAR,2670,54115,369,-0.2843073645859342,0.4219549475977886,0.41342111265150394
1.23767e+18,17.66337,15.945789999999999,15.23489,14.88067,14.605879999999999,6161,301,1,29,7.07225e+17,GALAXY,628,52083,580,-27.835354732798645,-78.69823682885753,78.5782351377179
1.23766e+18,19.55329,19.64969,19.28254,19.21846,19.198529999999998,2964,301,5,232,7.54493e+18,QSO,6701,56367,988,-2695.3196529622965,759.1339399112603,3205.073347926722
1.23766e+18,19.14679,18.76955,19.06789,19.29966,19.62213,3893,301,2,290,1.55037e+18,STAR,1377,53050,20,0.3565246021518443,0.18655321117661058,-0.3335469595338068
1.23767e+18,18.5711,17.079710000000002,16.31879,15.91606,15.66378,4674,301,1,180,3.14481e+18,GALAXY,2793,54271,638,-152.76822716267205,-183.28849035535012,81.43230269047818
1.23766e+18,19.20766,18.07302,17.52059,17.20805,17.01361,3699,301,5,148,1.65184e+18,GALAXY,1467,53115,541,-270.4573759003399,-171.0707300782471,317.4476415944284
1.23767e+18,19.16096,18.93195,18.85921,18.61982,18.59048,5308,301,3,156,3.1064e+18,QSO,2759,54534,156,-3875.7392867698,-2772.4696849695965,1475.2392108639883
1.23766e+18,18.64361,16.841379999999997,15.9438,15.52715,15.20454,3225,301,2,40,7.66071e+18,GALAXY,6804,56447,334,-138.26079766671663,-80.60670020782611,246.21673134091125
1.23766e+18,18.11785,17.76884,17.736810000000002,17.573729999999998,17.54859,4294,301,2,23,1.19966e+19,QSO,10655,58172,378,-553.4661554181328,1284.5284764125647,1312.5522550500611
1.23767e+18,17.67931,16.29361,15.56749,15.174470000000001,14.831539999999999,5322,301,1,57,3.09287e+18,GALAXY,2747,54233,95,-103.91681123591616,-80.97999890039685,32.55361091589896
1.23766e+18,18.23859,16.686139999999998,15.940620000000001,15.512270000000001,15.166129999999999,4504,301,1,209,2.27672e+18,GALAXY,2022,53827,541,-137.3500184247263,-28.921338206702316,103.06396528859298
